CODIGO ITEM DE DESPESA;NOME ITEM DE DESPESA;2010;2011;2012;2013;2014;2015
33909601;RESSARCIM.DE DESPESA-PESSOAL REQUISITADO;20355298,999999996;12390861,700000003;13631536,650000004;14730289,330000004;19438877,819999993;19676084,570000004
33903979;CONSERVACAO E MANUTENCAO DE IMOVEIS;0;0;0;0;0,0;30426669,27000002
31901324;PREVIDENCIA SOCIAL/PESSOAL COMISSIONADO;3163469,2000000007;13283937,810000002;4186510,0100000007;10956914,539999995;11481235,010000004;3457573,579999999
33902001;AUXILIO FINANCEIRO A PESQUISADORES;21136424,38;25112619,71;24912327,38999999;28822016,750000004;75606218,39999999;73668447,21999998
33903963;INSTAL.REPAR.MANUTENCAO DE DIVISORIAS/PORTAS;0;0;0;0;0,0;2120379,25
33903982;CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC;83031628,99;27192393,819999997;56050579,17999999;64503083,80999999;61638821,540000014;13159357,759999996
33903507;AUDITORIA EXTERNA;0;0;0;0;0,0;31177,530000000002
31901612;VERBA HONORARIA-13 SALARIO;387784,0;380,37;0,0;0,0;0,0;101,23
33900903;SALARIO FAMILIA - INATIVOS DO EXECUTIVO;0,0;38,38;0,0;0;0;0
33903012;MATERIAL DE CAMA, MESA E BANHO;0;0;0;0;0,0;1760776,5400000003
44904201;AUXILIOS PARA DESPESAS DE CAPITAL;113535152,07999998;46698711,25;109670117,21999998;93383488,16;307957883,03;162896249,32
33903944;SEGURO DE VEICULO;0;0;0;0;0,0;232152,02999999997
33903065;PECAS E ACESS.P/VIATURAS ESCOLTA/CUSTODEADOS;0;0;0;0;0,0;185846,88000000003
31901319;OBRIG.PATRONAIS-INAT.E PENS.-13 SALARIO;0,0;0,0;0,0;0,0;0,0;0
33909325;RESTITUICAO DECOR COOPERACAO TJ/SSP (PM);0;0;0;0;0;0,0
31901323;PREVIDENCIA SOCIAL/PESSOAL CLT;117528452,79000004;96813041,17000002;88246971,08;179263901,67000005;171082633,73999992;144279468,39999995
33904715;DEBITOS DO PASEP EM ATRASO;0,0;0,0;0;0;0;0
31900325;COMPLEMENTACAO DE PENSAO;112496,40999999999;173587,33;532603,24;173275,06999999998;284729,03;316573,8
33904112;CONVENIOS/CONTRIBUICOES A EMPRESAS ESTATAIS;4396638,76;1348386,73;3006128,24;5000000,0;351300,0;0,0
33903921;SERVICOS DE COMUNICACAO DE DADOS;5878516,59;4012508,769999999;8439700,91;11609535,93;13755320,639999999;8601491,250000002
44909101;SENTENCAS JUDICIAIS;0,0;87915015,32000001;526869439,36;166100165,81;6247987,68;44406734,64
44905236;ARMAMENTOS;13606947,36;42119080,16;37117316,519999996;974270,3;3547874,1;2295000,0
33903041;MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS;7788563,15999999;7718217,459999997;7052510,6800000025;6221634,149999997;6436485,780000002;5862184,07
33903346;TRANSPORTE PARA LOCOMOCAO DE SERVIDORES;0;0;0;0,0;526886,3200000001;1100485,2300000002
33903946;SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO;22487189,27;10395858,999999996;14071432,309999999;20140357,91;39729406,71999999;50841286,67000002
31900125;COMPLEMENTACAO DE APOSENTADORIA - 13ºSALARIO;84690,31000000001;90544,07;184594,87;135451,38999999998;224630,19999999995;212446,61000000002
33903039;MATERIAL ESPORTIVO E DE LAZER;0;0;0;0;0,0;2497655,039999999
33900846;AUXILIO SAUDE - OUTROS PODERES;0;0;0;0;0,0;8907058,53
34144401;CLASSIF.DO EXERCICIO ANTERIOR;0,0;0,0;0,0;0;0;0
44405101;TRANSFERENCIAS A MUNICIPIOS-OBRAS;284822911,18000007;341808740,84000003;402557546,21999973;273597797,06999993;479023391,5000002;442090213,92999995
32902201;ENCARGOS COM INSTITUICOES FINANCEIRAS;5230,62;0,0;0,0;131484,44;0,0;0,0
33903019;LUBRIFICANTE AUTOMOTIVO;0;0;0;0;0,0;106412,88000000003
33903621;REPAROS DE EQUIP.INSTAL.E MATERIAL PERMANENT;0;0;0;0;0,0;0,0
33903102;OUTRAS PREMIACOES;0,0;112862,37000000001;117189,70999999999;90597,79000000001;33605,47000000001;45670,2
33504375;CRECHES;0,0;0;0;0;0;0
31901201;VENCIM.E VANTAG.FIXAS-PESSOAL MILITAR;109951,88;263646854,72000003;306400887,68;331677948,27;13748,31;418531542,25
33904712;IMPOSTO S/OPERACOES FINANCEIRAS-IOF;0,0;0,0;24358,68;0;0;0
31901130;PESSOAL CIVIL PAGO PELO DDPE - 1/3 FERIAS;16616534,53000001;18324717,279999997;18601051,07000003;15842052,190000005;17297347,160000004;88672260,30999999
31910905;CONTRIB RPPS EST P/SAL FAM SERV FALEC-L.96/7;245,05;245,05;150,42;159,66;0;0
44909205;OBRAS E INSTALACOES;0,0;0,0;150917,08000000002;276983,91000000003;0,0;178703,33
33903958;AUDIO,VIDEO,FOTO E PROJECAO;0;0;0;0;0,0;177070,88999999998
32902210;OUTROS ENCARGOS S/A DIVIDA POR CONTRATO;81984,1;0,0;10491546,76;3740975,2399999998;44194721,79;31111216,73
33909220;OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;37656708,31;17323002,380000003;41040491,24;551729,19;2832097,06;7581752,379999998
31900803;SALARIO FAMILIA-INATIVOS DO EXECUTIVO;0;0;0;0,0;6133,35;5313,530000000001
44409201;OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;0;0;0;0;0,0;0
33903029;OUTROS COMBUSTIVEIS E LUBRIFICANTES-REEMBOLS;0,0;10876,68;106731,83999999998;223132,15;259810,46;227581,56
33903344;VALE-TRANSPORTE;3453099,6099999775;1687733,46;2056840,2700000012;2636180,2899999833;2838936,6100000003;3683862,5999999996
31905919;PENSIONISTAS DA REVOLUCAO DE 1932;0;0;0;0,0;1431351,73;1268447,49
44915141;OBRAS E INSTALACOES - COMPENSACAO AMBIENTAL;0;0;0;0;0;0,0
33903080;ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM;56008,840000000004;44964,26;48700,909999999996;113115,9;50144,0;37026,8
33903903;CONDOMINIOS;2005463,1999999997;2716408,020000001;2449737,7600000002;3690000,0500000007;8596743,090000002;4223326,199999999
33903062;MUNICOES E EXPLOSIVOS;2961555,0;11787084,29;700415,35;4242250,3;35476835,04;6263201,04
33903342;PASSAGENS AEREAS;2398942,090000001;1568044,1400000015;4352075,779999993;3217070,099999995;3279209,339999999;1050257,1199999999
31900121;INATIVOS-CARTEIRAS EXTINTAS;80832,07;80583,47;88815,02;94543,88;179361,99;181742,66999999998
31911302;CONTRIB ESTADO P/COBERTURA INSUF FIN-SPPREV;311187856,19000006;244593546,85999992;1104140334,73;859807391,3499999;4347758706,05;2804375275,59
33901403;DIARIA ESPEC.JORNADA EXTR. TRAB.PENITENCIARI;0;0;0;0;0,0;2981042,2399999998
33903614;MONITORES, FISCAIS E EXAMINADORES;410026,8999999999;126588,76000000001;277210,92;322247,7;475639,29000000004;448988,00999999995
31909412;INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.;483682,05;10257002,06;4425570,169999999;1922083,0200000005;1791071,5199999998;599746,73
33903027;ETANOL AUTOMOTIVO-REEMBOLSO;0,0;680847,6900000001;1307368,9700000002;2403921,0000000005;3122237,0800000005;3007338,21
33903919;LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS;4002933,3999999976;4285206,79;6494601,289999992;6370920,5200000005;8713202,080000004;8175267,489999998
33903617;SERVS.AUXILIAR VOLUNTARIO DA POLICIA MILITAR;2493984,44;5473192,58;5212511,01;6751272,51;4255114,44;19885,86
33909101;SENTENCAS JUDICIAIS;8965393,53;49415920,30999999;143202209,76999998;222722289,68999997;1896813,93;570315,8300000001
33903999;OUTROS SERVICOS DE TERCEIROS;717828198,5899968;715303759,5799937;955810347,9699937;843080213,2899947;896973558,0000008;341977508,14000034
33903055;MATERIAL PARA TELECOMUNICACOES;0;0;0;0;0,0;251422,02999999997
31911304;PARCELTO. DE DEBITOS JUNTO A PREV ESTADUAL.;0;0,0;0,0;455293436,0400001;407086634,8699999;349505210,46999997
33903924;SERV.FORNECIM.E DISTRIB.DE CESTA BASICA;434801,08;1521195,0999999999;1076494,4;1205325,11;1328166,78;0,0
31911305;OBRIGACOES PATRONAIS - SUS/FUNDES;0;0;0;0,0;7561763,149999999;9307732,05
33901501;DIARIAS PESSOAL MILITAR;420040,98999999993;401280,7000000001;258455,35000000003;523558,33;280000,99;201558,01000000004
33903511;CONSULTORIA P/ REESTRUTURACAO ORGANIZACIONAL;0;0;0;0;0,0;138000,0
33903040;MATERIAL EDUCATIVO E CULTURAL;107738090,3899999;91386175,54999995;10785408,310000002;21343747,520000033;45013954,31000002;3437772,2
33903625;CURSOS, PALESTRAS;0;0;0;0;0,0;1175,0
45906401;AQ.DE TIT.REPRES.DE CAP.JA INTEGRALIZADO;0,0;0,0;0;0;0;0
33914721;OBRIGACOES CONTRIBUTIVAS - SUS/FUNDES;0;0;0;0,0;99334,39;46023,26
33903927;GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE;0,0;35394,090000000004;455160,50000000006;2378807,8900000015;1404190,5599999991;2077731,6700000002
33804101;TRANSFERENCIAS A OUTROS GOVERNOS;0;0,0;1342,8;0;0;0
33904801;AUXILIOS A PESSOAS FISICAS;11739712,870000001;20177016,43;25357681,000000004;56609100,3;31527667,04;5960213,34
33901416;DIARIAS NO EXTERIOR;0;0,0;605,9399999999999;66191,41;49154,85;28201,64
33903042;MATERIAL PARA FOTOGRAFIA E FILMAGEM;0;0;0;0;0,0;277795,88000000006
31910805;CONTRIB RPPS P/SAL-FAMI.SERV.FALECIDO_L 96/7;0;0;0;0,0;169,56;0
31900113;INATIVOS-OUTROS PODERES-RPPS;0;0;0;0,0;191645301,53;199095215,14
33900115;INATIVOS 13º SALARIO - OUTROS PODERES;54022476,410000004;0,0;0,0;0;0;0
46907110;AMORTIZ.DA DIVIDA INTERNA CONTRATADA;1320536,27;71906,11;309413864,01;354978190,67;381059748,32;425506185,48
33903941;SERVICO DE LAVANDERIA;3897461,9199999995;3382282,17;6683655,4;6641824,079999998;8004628,650000002;2160854,4299999997
31910806;SALARIO FAMILIA - SUS/FUNDES;0;0;0;0;0,0;0,0
31900118;13 SALARIO/INATIVOS-EMPRESAS;228107,8;157884,09000000003;249733,58;113687,71;0;0
33903050;PECAS DE REPOSICAO E ACESSORIOS;22150643,500000045;18650738,190000013;19026511,219999995;31170476,96999999;37537975,27999999;15139344,29
31910702;CONTRIBUICAO PATRONAL-SUS/FUNDES;0;0;0;0,0;528,41;26202,96
33903021;GASOLINA AUTOMOTIVA;11253784,48;4958063,390000002;2922243,5700000003;2925914,319999999;2147756,0599999996;178332,63
33909323;RESSARCI.DE TRANSP.P/LOCOMOCAO DE SERVIDORES;0;0;0;0,0;6,7;3562,21
33408120;TRANSFERENCIA A MUNICIPIOS-IPVA;49501,53;13392,06;6499,8;4703,39;3092,88;458909,19
33903948;TRANSPORTE P/EVENTOS TURISTICOS E ESPORTIVOS;0;0;0;0;0,0;0,0
33903966;COLETA DE LIXO HOSPITALAR;0;0;0;0;0,0;21984,23
33903051;FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ;149770,15999999997;588580,4499999997;1909077,6999999988;334234,95;433198,63;325329,7799999999
31900327;ATRASADOS-OUTROS PODERES E MINISTERIO PUBLIC;0;0;0;0,0;21885,09;1055262,48
33903923;DESP.MIUDAS E DE PRONTO PGTO.SEV.MIL.SEG.PES;0,0;0,0;0,0;0,0;0,0;0,0
33408150;TRANSFERENCIA A MUNICIPIOS-IPI;0,0;0,0;0,0;0,0;0,0;0,0
33903942;SEGURO DE VIDA;0;0;0;0;0,0;433168,8000000001
31900511;BENEFICIOS DA PREVIDENCIA SOCIAL-13 SALARIO;0,0;0,0;286,76;0;0;0
33903965;SERVICOS DE COPA, COPEIRAGEM;0;0;0;0;0,0;1070815,2000000002
31901313;FUNDO DE GARANTIA POR TEMPO DE SERVICO;54685223,02999997;54918312,09000001;52950449,06999997;110729166,50000001;77980612,17999999;65228350,52999997
33903023;ETANOL AUTOMOTIVO;4525846,749999998;2735612,1099999994;1273600,9499999997;1233781,7000000002;1068269,5300000005;164396,16
33903956;ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA;0;0;0;0;0,0;249656,2
33903920;INSTAL.MANUT.DE EQUIP.DE INFORMATICA;7995205,67;5396085,469999995;7072566,78;9405628,959999993;13477365,850000001;17392830,380000006
44909301;INDENIZACOES E RESTITUICOES DIVERSAS;439696,72;1154701,68;51060754,8;5005371,85;15620747,239999998;19316358,86
33903914;EXAMES LABORATORIAIS;5942570,06;5198458,750000001;4798260,2299999995;4780478,1;6017417,83;793001,4199999997
33903950;MONITORES CONTRATADOS POR INSTITUICOES;0;0;0;0;0,0;531124,26
33903975;CONTRATOS DE GESTAO-LEI COMPLEMENTAR 846/98;7562600,0;24981477,45;1250217,53;90836262,0;181746162,51000002;0
33901801;AUXILIO FINANCEIRO A ESTUDANTES;14126291,06999958;6815421,159999837;29015529,510000892;69990664,34999998;10019928,61;42661105,120000005
31900901;SALARIO FAMILIA-CIVIL;24942,80000000002;243647,8500000002;269018,7500000003;209170,44000000006;0,0;0
33903947;SERVICOS DE TRANSPORTE ESCOLAR;0;0;0;0,0;0;0
33903954;CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES;0;0;0;0;0,0;35859,909999999996
33904720;OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA;5241231,18;3477049,979999998;5416600,349999999;6751262,839999995;6394500,860000002;3147740,63
33900999;OUTROS SALARIOS-FAMILIA;245,05;245,04999999999998;150,42;159,66;0;0
44204201;TRANSFERENCIAS A UNIAO;5786379,859999999;9926997,719999999;111978000,0;596613,77;176334438,0;0
33900315;PENSIONISTAS 13º SALARIO - PODER EXECUTIVO;6828528,100000001;7240945,19;9455406,95;9282064,4;0;0
33503976;TERMO DE PARCERIA COM OSCIP (LEI 11.598/2003;925546,56;82415,62;96138,1;0;0;0
33905013;AGUA E ESGOTOS;45888663,90999999;44979580,36999996;35145070,74000018;42830780,34000007;52265662,41999983;45951590,88000003
33704111;SERVICOS DE SAUDE-GESTAO MUNIC.-CONSOR.MUNIC;0,0;24037,29;45878,1;34985,83;4546327,79;0
33903013;MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA;0;0;0;0;0,0;2149259,0100000016
44915238;EQUIPAMENTOS - FDE;0;0;0;0;0,0;0,0
33919324;INDENIZACOES E RESTITUICOES - SUS/FUNDES;0;0;0;0;0,0;2142,66
31911113;VENCIMENTOS - SUS/FUNDES;0;0;0;0,0;32131892,82;56064159,17
33910801;OUTROS BENEFICIOS - SUS/FUNDES;0;0;0;0,0;0,0;0,0
33913002;MATERIAL DE CONSUMO - SUS/FUNDES;0;0;0;0,0;1911922,8000000003;5025357,399999999
33900114;INATIVOS 13º SALARIO-PODER EXECUTIVO;233690448,38;148314,43;0,0;33911403,79;0;0
33903043;LIVROS P/BIBLIO.PUBLI,MAPAS,OUTRAS PUBLICACA;0;0;0;0;0,0;407158,53
33903501;OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA;32845275,059999954;38761289,239999995;44954784,73;51642235,05999994;62932170,180000015;14323468,359999996
33403347;TRANSPORTE ESCOLAR;0;0;0;0,0;63436,7;346027,32000000007
33704110;TRANSF.A INST.MULTIGOVERN.NACIONAIS;0,0;0,0;0,0;0,0;2200000,0;0,0
33909216;ENERGIA ELETRICA;11344,78;4103,89;48728,299999999996;403,45;0,0;169,72
33903973;FORNEC.ALIMENTACAO PREPARADA-OUTROS;6060279,07;11540776,690000001;10878094,070000004;12413806,800000006;37478671,319999956;40469944,710000016
33903616;AJUDA DE CUSTO A COLABORADORES EVENTUAIS;307467,21;131503,51;258382,66000000027;545322,3800000004;28685,8;60906,76000000001
33903296;SERVICO PARA DISTRIBUICAO GRATUITA;0;0,0;27917,8;14520,0;185500,0;0,0
31900117;INATIVOS-EMPRESAS;67635882,8;83746505,12999998;76066967,20000002;164582442,30000004;122578570,44999999;20990503,59
33903995;MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO;103142,31000000001;970,05;707,64;15181,09;0,0;0,0
33903020;GAS AUTOMOTIVO;0;0;0;0;0;0,0
31901136;ABONO DE PERMANENCIA;24407217,55999999;25883026,62;30840717,239999965;35280016,26999999;31615617,089999974;43695427,23000003
33904601;AUXILIO - ALIMENTACAO;10772495,719999999;26419684,449999996;23813555,340000004;84975743,28999999;33657842,4;27580152,74
31901131;PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS;19160060,32;25621622,749999996;20646676,080000002;18925856,339999996;21773440,70999999;47992458,39999998
44915131;OBRAS - SUS/FUNDES;0;0;0;0,0;0;0,0
33913997;OUTROS SERVICOS DE TERCEIROS-PES.JURIDICA-FD;0;0;0;0;0,0;0,0
33903699;SERVICOS DIVERSOS DE CONSERVACAO E MANUTENCA;264001,37999999995;61288,0;178184,72;447704,06999999995;37921,0;2172,0
33903931;SERVICOS DE APOIO AO ENSINO;0;0;0;0;0,0;2400,0
33903025;GASOLINA AUTOMOTIVA-REEMBOLSO;0,0;447606,02;2972395,99;4906116,2;5105264,9799999995;3152923,09
33909218;AGUA E ESGOTOS;37260,49;56702,71;200328,15999999997;491631,87;871088,72;281,7
33903103;PREMIACAO A ALUNOS,PROFES E PROFIS EDUCACAO;0;0;0;0;0,0;0,0
31901212;LICENCA PREMIO - PESSOAL MILITAR;0;0;0;0;0;0,0
33903925;SERVICOS DE CORREIOS;11701471,199999988;9975676,75999998;10251734,60999999;9753851,190000005;12286784,21;7432697,760000003
33903929;SERVICOS DE PUBLICIDADE DE UTILIDADE PUBLICA;0;0;0;0,0;2866473,23;9786619,97
33904802;AUX.A PART.CURSO FORMACAO CONCURSO INGRESSO;0,0;89902,15;420636,83999999997;28191,6;5532,44;6915,55
33903996;OP.FISC.TRIBUTARIAS DE CARATER RESERVADO;0,0;0,0;0,0;0,0;0;0
31919417;INDENIZACOES DE PESSOAL - SUS/FUNDES;0;0;0;0,0;0,0;0
33909311;INDENIZ.ADMINIST.REPARACAO DE DANOS;6918,42;10278,84;37549,75;110607,51999999999;48487,610000000015;33978,84
33903916;GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO);3065349,1299999985;1579777,2000000014;2195364,9599999976;2463624,3699999996;2613538,3099999996;1360423,3599999999
33903010;GENEROS ALIMENTICIOS;75311440,6599999;55435118,74999995;98855310,06999998;90771028,6300001;90551071,06000029;87202650,85999978
31909435;REMB.FERIAS-OUTRO PODER E MIN.PUBLI-INATIVOS;0;0;0;0,0;2511628,8899999997;5373654,76
44905111;GERENCIAMENTO DE OBRAS;38714885,67;39152942,07;78525824,09000005;72171961,34;64727969,09000003;18316875,23999999
33403001;TRANSF.PARA MATERIAL DE CONSUMO;1897577,41;2067571,1299999994;6105755,949999998;7451813,38;10796037,04;3187698,4699999997
31900311;PENSIONISTAS-PODER EXECUTIVO-RPPS;15662185,9;4251767,12;3661055,89;3400106,45;247270008,95000002;201050393,98
33905015;OUTROS SERVICOS DE UTILIDADE PUBLICA;25177699,190000013;12301049,889999997;22767932,060000002;38883275,29;69363955,73;24612664,67
33903613;ESTAGIARIOS DIRETAMENTE CONTRATADOS;12996303,380000003;11369054,609999994;12555881,129999995;13118932,049999995;14538521,349999996;16873210,980000004
33903991;LOCACAO DE IMOVEIS;8499552,74;8663882,49;11459275,440000001;12324613,710000006;14516362,030000001;16370452,540000005
33903907;SERV.DE FORNEC.E DISTRIBUICAO DE LEITE;11912028,36;10881672,850000005;12834607,319999995;10088366,04;12329390,599999998;430737,39
33903981;REFORMAS DE IMOVEIS;266899441,37000006;237924525,9499998;470458731,7899997;418074511,03;175677946,8300002;69886454,36
33903619;HONORARIOS ADVOCAT. ASSIST. JUDICIARIA COMPL;0,0;25954951,59;22749453,46;21907829,18;18608396,26;26178414,32
33903509;CONSULTORIA TECNO.DA IMFORM.PESSOA JURIDICA;0;0;0;0;0,0;0,0
31900315;PENSIONISTAS 13 SALARIO-PODER EXECUTIVO-RPPS;20727,0;0;0,0;1639343,0;10235229,63;10569389,24
33903799;OUTROS SERVICOS;3356330,9699999997;5136452,11;4854728,56;7714976,92;9565027,58;10052859,570000002
33903985;SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS;5697343,2;7955810,0600000005;5299056,949999999;9443743,219999993;8483400,40999999;6277293,579999991
33903949;ESTAGIARIOS CONTRATADOS POR INSTITUIÇÕES;0;0;0;0;0,0;8910202,69
45906520;SUBSCRICAO DE ACOES-SERVICO DA DIVIDA;0,0;50837,09;0;0;0;0
33903015;ARTIGOS DE HIGIENE PESSOAL;0;0;0;0;0,0;7565273,049999999
33903345;OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO;92189573,0899999;104861308,70000017;23954279,430000093;53873457,35999985;70150049,24000001;1199625,3100000005
31900510;BENEFICIOS DA PREVIDENCIA SOCIAL;33692,26;209186,47999999998;103995,84;0;0;0
33900112;INATIVOS DA POLICIA MILITAR;165922951,24;0,0;0,0;0;0;0
33909215;VIGILANCIA;0,0;62948,649999999994;0,0;277122,42000000004;0,0;10740,52
31905921;PENSAO JUDICIAL DE CARATER INDENIZATORIO;0;0;0;0,0;3126535,0;3200008,49
31900899;OUTROS-SALARIO FAMILIA;0;0;0;0,0;169,56;0
33903936;DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO;489744,58;552939,8300000001;719900,5499999997;1038482,5000000003;928271,6800000004;1023188,6800000003
33913987;SERVICOS DE TERCEIROS - COMPENSACAO AMBIENTA;0;0;0;0;0;0,0
33903955;INSCRICOES EM EVENTOS DIVERSOS;0;0;0;0;0,0;0,0
33903998;OPER.FISCAIS TRIBUTARIAS DE CARATER RESERVAD;0;0;0;0;0,0;0,0
33919301;INDENIZACOES E RESTITUICOES DIVERSAS;0;0,0;0,0;0,0;0,0;0,0
33904113;CONVENIO COM AUTARQUIAS E FUNDACOES;42531357,730000004;76558651,43;70573793,8;17176540,38;9323798,13;4103843,91
44903911;SERVICOS PRESTADOS PELA PRODESP;0;0;0;0,0;7943865,5;0
31900326;COMPLEMENTACAO DE PENSAO - 13º SALARIO;0,0;2932,65;0,0;0,0;6651,389999999999;122,42
34903981;CLASSIF.DO EXERCICIO ANTERIOR;0,0;40818,6;0;0;0;0
33903623;JETON;0;0;0;0;0,0;61438,939999999995
33903978;MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO;0;0;0;0;0,0;5563,0
44905220;EQUIPAMENTOS PARA INFORMATICA;103983497,31000005;79490324,19999993;128688071,62999989;122608503,00000001;112727677,01000002;86262899,82000001
33903014;MATERIAL DE LIMPEZA;0;0;0;0;0,0;1114217,1699999988
33903943;ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM;11105436,34;4112605,1900000013;62984417,91000005;2657994,62;7561374,97;3029360,3200000008
33504379;CONVENIOS COM ORGANIZACOES SOCIAIS;3420967,5800000005;1851503,7699999998;1442800,2500000002;2103252,9899999998;2374261,7500000005;1463535,88
33504105;CONTRIB.APM LIQUID. DEB.TRAB. LEI 14.689;0;0;0,0;0,0;0,0;12514,4
31900114;INATIVOS 13 SALARIO-RPPS;17915,03;0,0;20706,41;23696,58;444174063,03;94977154,49000001
33905011;ENERGIA ELETRICA;41860365,360000156;38358933,169999935;50138507,90000007;43020502,94999999;40413418,47000001;36855808,07999994
33903917;LOCACAO DE MAQUINAS PARA ESCRITORIO;17011,320000000003;38230,61000000001;17919,28;16740,53;60260,270000000004;0
33903030;MEDICAMENTOS E INSUMOS FARMACEUTICOS;459635820,9399996;210459449,19999987;375678042,2099999;259503814,83000088;305449565,7899998;225003435,69999996
33903101;PREMIO EM PECUNIA;0,0;9700,48;12957100,0;18412493,7;16707928,26;37441750,0
33902701;ENCARGOS P.HONRA DE AVAIS,GARANTIAS E SEGURO;0;0;0;0;0;0,0
33903611;OUTRAS REMUNERACOES DE SERVICOS PESSOAIS;31661098,170000043;8738738,329999987;18227147,96;12660157,860000001;17143998,719999976;7954759,450000004
33900316;PENSIONISTAS 13º SALARIO - OUTROS PODERES;1553229,92;1744103,47;1882297,57;1962689,42;0;0
33900116;INATIVOS 13º SALARIO-PESSOAL MILITAR;86594925,47;0,0;0,0;0;0;0
33903032;MATERIAL DE USO LABORATORIAL;0;0;0;0;0,0;22187525,65999999
33905014;GAS ENCANADO;844263,73;515383,0200000001;523127,73000000016;753688,59;982430,0999999999;626677,95
33901503;DIARIA ESP JORN EXT TRAB POL. MILITAR-DEJEM;0;0;0;0;0,0;11947785,02
33909211;VALE-REFEICAO;0,0;0,0;0,0;0,0;0,0;0,0
33903940;FRETES E TRANSPORTES;1693818,8900000004;1206142,4100000001;5881149,92;3210752,35;2129875,230000001;2856048,419999999
33903034;MATERIAL DE USO VETERINARIO;0;0;0;0;0,0;1234068,3699999999
44905231;MAQUINAS E MOTORES;692677,64;1024255,8;4070940,8;1862942,0999999996;1366055,8299999998;2025872,6199999999
44204211;TRANSFERENCIAS;0;0;0;0;0,0;0,0
44905233;MATERIAL EDUCATIVO,CULTURAL E RECREATIVO;9140087,25;8982257,959999995;14806200,760000002;11283278,55;20905773,070000004;12866803,390000004
33903673;FORNEC.ALIMENTACAO PREPARADA-OUTROS;328,8;67838,62;61661,38;0;0,0;94102,2
31909434;REEMB.FERIAS-OUTRO PODER E MIN.PUBL.-ATIVOS;0;0;0;0,0;82495245,02999999;102771947,60000001
31901321;FGTS-13 SALARIO;3094170,88;4232691,039999998;7128786,969999999;7116318,75;7255742,669999999;9219327,69
31909415;INDENIZACAO POR ACIDENTE DE TRABALHO;0,0;0;0,0;0,0;0,0;185,9
33913349;TRANSPORTE ESCOLAR - FDE;0;0;0;0;0,0;0,0
33204101;TRANSFERENCIAS A UNIAO;508531,85;983515,2000000001;1664979,82;5017226,71;9595358,46;7456626,86
33903972;FORNEC.ALIMENTACAO PREPARADA-CUSTODIADOS;28843454,219999995;25380267,01000001;34853850,94000002;31203834,919999994;39064119,94999997;42086970,3
31900111;INATIVOS-RPPS;20127668,22;357517,36000000004;1349939,2699999998;2438078,6;997086132,3199999;969673549,36
31900820;OUTRAS TRANSFERENCIAS-PESSOAL;49391,43;0,0;1707017,7799999998;129104,85;35877,72;416380,53
33903028;DIESEL AUTOMOTIVO-REEMBOLSO;0,0;100388,37000000001;291073,88;446341,50999999983;485578,4900000001;569923,3000000002
33903974;SERVICOS  SAUDE - GESTAO MUNICIPIOS-PRIVADOS;2118571,8000000003;1096659,3699999999;1466474,44;0,0;4358787,92;14712402,13
33900111;INATIVOS-PODER EXECUTIVO;603021281,1;3056342,09;0,0;0;0;0
31909416;OUTRAS INDENIZACOES DE PESSOAL;720854,2599999999;2312523,4700000035;365342,1099999998;107863528,30999999;1152085,8100000005;8503367,69
